c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49;c50;c51;c52;c53;c54;c55;c56;c57;c58;c59;c60;c61;c62;c63;c64;c65;c66;c67;c68;c69;c70;c71;c72;c73;c74;c75;c76;c77;c78;c79;c80;c81;c82;c83;c84;c85;c86;c87;c88;c89;c90;c91;c92;c93;c94;c95;c96;c97;c98;c99;c100;c101;c102;c103;c104;c105;c106;c107;c108;c109;c110;c111;c112;c113
2.4517;3.2944;2.9353;1.9034;3.8595;2.885;3.3232;2.1476;3.383;2.3655;1.7789;2.296;5.2146;2.3272;1.9249;3.699;5.0733;2.0806;1.9249;5.0829;5.2433;1.6735;2.7102;2.3846;3.7086;2.6528;5.2146;5.0733;5.2481;5.2433;2.9760000000000004;5.0829;3.699;2.8826;2.7749;2.1476;1.7789;1.9249;1.992;1.8914;1.3719;-0.261;-0.0192;0.5626;2.296;1.9034;1.9249;-0.2298;-0.4836;3.8595;2.2362;-1.8507;3.5674;4.5131;3.8906;2,3391;4.5418;3.0957;4.027;3.7062;3.8714;2.332;2.8084;1.7286;3.1627;3.4739999999999998;2.3008;3.3423;3.3232;5.6814;5.205;4.9656;4.8937;3.6512;4.2449;4.4652;5.2337;3.237;7.3957;7.3813;6.4715;7.2856;6.9647;7.039;1.5419;4.376;1.5479;2.0524;1.4521;1.4168;1.9758;1.5772;1.3743;1.4497;1.6436;5.7365;7.3717;7.039;7.8458;5.9137;6.8738;4.0797;5.6072;6.8331;6.4979;6.4739;6.1651;6.8019;6.28;7.7907;7.9655;5.7676;6.8977
2.5187;3.3615;2.9018;1.9273;3.8092;2.8611;3.3543;2.1452;3.383;2.3655;1.8004;2.296;5.2218;2.3272;1.9058;3.6655;5.0949;2.0806;1.8219999999999998;5.0877;5.2648;1.719;2.7366;2.2218;3.6871;2.8946;5.2218;5.0949;5.2265;5.2648;2.9568;5.0877;3.6655;2.7797;2.806;2.1452;1.8004;1.8219999999999998;2.0709999999999997;1.7717;1.3168;-0.2873;-0.0311;0.4501;2.296;1.9273;1.9058;-0.3974;-0.5363;8.3294;4.0414;-0.9433;3.1532;4.4245;4.4915;2,2122;4.5873;3.2465;4.1492;3.3926;4.0055;2.2482;2.8874;1.7071;3.0933;3.0646;2.5522;3.3567;3.3208;5.9209;5.2170000000000005;4.9297;3.8906;3.5458;4.3598;4.4532;4.8794;3.486;7.4508;7.2999;6.3662;7.3239;6.9576;6.9959;1.5628;4.5256;1.5347;2.0991;1.4784;1.3880000000000001;2.0201;1.5317;1.3695;1.4114;1.6077;5.6886;7.3478;7.0605;8.272;5.7988;6.9528;3.972;5.6;6.8307;6.6128;6.438;6.1459;6.7971;6.2704;7.8147;8.0038;5.7533;6.8426
2.5738;3.4477;2.897;1.8818;3.8139999999999996;2.9712;3.3543;2.1404;3.4141;2.4349;1.7885;2.3224;5.2289;2.3343;1.8579;3.6224;5.0949;2.1069;1.8555;5.102;5.2481;1.7454;2.7054;2.3966;3.7158;2.9736;5.2289;5.0949;5.2816;5.2481;2.9688;5.102;3.6224;2.8419;2.8299;2.1404;1.7885;1.8555;2.1069;1.8723;1.3384;-0.3807;-0.1484;0.3041;2.3224;1.8818;1.8579;-0.7757;-0.5435;10.8577;5.4205;0.4812;2.6121;4.0606;4.9656;2,1835;4.5753;3.3351;4.2425;3.3399;4.2784;2.1404;2.9592;1.7166;2.9568;2.6983;2.7102;3.3399;3.3160000000000003;6.0358;5.1404;4.9225;3.1364;3.4046;4.5921;4.5011;4.5179;4.0294;7.4531;7.4172;6.2752;7.3622;6.9312;6.9504;1.6011;4.5496;1.5095;2.1362;1.494;1.3940000000000001;2.044;1.5048;1.3797;1.3994;1.5981;5.6383;7.3358;7.117999999999999;8.2768;5.8131;6.7253;4.1994;5.8251;6.8235;6.62;6.4931;6.1794;6.7564;6.292000000000001;7.8051;8.078;5.7221;6.8283
2.5762;3.4931;2.8754;1.8507;3.8786;3.0861;3.3782;2.1356;3.4141;2.4349;1.8028;2.3248;5.193;2.3343;1.8435;3.565;5.126;2.0423;1.9944;5.0877;5.2696;1.7669;2.6983;2.5809;3.699;2.9449;5.193;5.126;5.2218;5.2696;2.988;5.0877;3.565;3.0071;2.873;2.1356;1.8028;1.9944;2.0279;1.9561;1.3767;-0.4573;-0.237;0.34;2.3248;1.8507;1.8435;-1.3623;-0.5339;9.3374;6.1603;1.9441;2.2386;3.7757;5.3989;2,1715;4.5274;3.0742;4.2521;3.4117;4.1468;2.138;3.0646;1.7358;2.8012;2.4373;2.8491;3.3184;3.3088;5.9256;5.1284;4.8746;2.4852;3.3136;4.6902;4.4819;4.2521;4.7118;7.4484;7.3454;6.2106;7.4124;6.9528;6.9001;1.6706;4.5616;1.5251;2.0931;1.5323;1.4138;1.9674;1.5209;1.3647;1.4102;1.6436;5.5952;7.3454;7.2137;8.1187;5.8275;6.6224;4.8435;6.1028;6.8426;6.6559;6.4859;6.1723;6.7684;6.3063;7.8027;8.1594;5.7078;6.8426
2.6408;3.4764;2.9161;1.8219999999999998;3.9145;3.0358;3.3782;2.1045;2.8108;2.4852;1.8196;2.2793;5.193;2.3511;1.8411;3.4477;5.1236;1.9537;1.9944;5.0996;5.2816;1.7717;2.6743;2.5738;3.7541;2.9999;5.193;5.1236;5.1954;5.2816;3.0119;5.0996;3.4477;3.0598;2.8228;2.1045;1.8196;1.9944;1.9273;1.9968;1.4724;-0.4334;-0.2801;0.4788;2.2793;1.8219999999999998;1.8411;-1.6640000000000001;-0.5483;7.2927;6.8043;2.9305;2.0087;3.5578;5.8586;2,1691;4.47;2.4493;4.2186;3.4237;4.2832;2.162;3.1364;1.7885;2.7461;2.2865;3.0598;3.3112;3.2825;5.7485;5.1236;4.8554;2.3343;3.3279;4.7956;4.4484;4.0582;5.6479;7.4268;7.5274;6.0837;7.3861;6.9528;6.9121;1.7502;4.6154;1.5335;2.1027;1.4994;1.3713;1.8914;1.5042;1.2947;1.3491;1.6077;5.6096;7.3502;7.1778;8.0613;5.849;6.3638;5.6599;6.4165;6.8666;6.754;6.5122;6.1938;6.7828;6.2896;7.7859;8.2145;5.7437;6.8522
2.6169;3.5027;2.8922;1.8459;3.9313;2.9928;3.3639;2.1404;2.8108;2.4852;1.9345;2.2362;5.1571;2.3511;1.8196;3.3710000000000004;5.1691;1.9106;1.9609;5.1523;5.272;1.8411;2.648;2.5019;3.8283;3.0957;5.1571;5.1691;5.2601;5.272;2.9760000000000004;5.1523;3.3710000000000004;2.9856;2.806;2.1404;1.9345;1.9609;1.9178;1.9297;1.3623;-0.4836;-0.2849;0.6033;2.2362;1.8459;1.8196;-1.6328;-0.5219;4.5586;7.7572;3.304;1.8268;3.5171;6.2273;2,1859;4.5155;1.8076;4.1683;3.5267;3.6488;2.2721;3.1460000000000004;1.8435;2.8587;2.2721;3.1819;3.3495;3.292;5.7054;5.0829;4.8626;2.7318;3.4788;4.944;4.4819;3.9552;7.0533;7.4148;7.9224;6.031000000000001;7.3574;6.9528;6.9479999999999995;1.8603;4.6513;1.5131;2.0907;1.5083;1.3001;1.8902;1.5868;1.2617;1.3222;1.6041;5.5976;7.3694;7.0581;7.9559;5.9328;6.3207;6.9384;6.6846;6.8666;6.845;6.4835;6.2201;6.7708;6.3614;7.7907;8.1475;5.7844;6.8546
2.7366;3.5171;2.8635;1.8603;3.9313;2.9449;3.3639;2.1548;2.2625;2.4445;2.0135;2.2027;5.1978;2.3535;1.8579;3.5458;5.138;1.9704;1.9321;5.2002;5.2648;1.8411;2.6408;2.5953;3.8906;3.1388;5.1978;5.138;5.2672;5.2648;2.9760000000000004;5.2002;3.5458;2.8994;2.8228;2.1548;2.0135;1.9321;1.9896;1.8747;1.0295;-0.5076;-0.2658;0.644;2.2027;1.8603;1.8579;-1.4174;-0.4405;1.8866;8.4013;3.2609;1.8052;3.5554;5.9807;2,1428;4.5274;1.3216;4.1396;3.6679;3.5578;2.3679;3.1963;1.901;3.0765;2.3080000000000003;3.158;3.45;3.2872;5.7892;5.0637;4.9488;4.7309;3.6823;5.193;4.5753;3.9552;7.7045;7.3933;8.1786;5.9879;7.3454;7.0006;7.0006;1.8836;4.6986;1.5287;2.059;1.5676;1.245;1.8974;1.6023;1.2073;1.3066;1.6089;5.6647;7.3071;6.9935;7.8386;6.1028;6.3327;7.853;6.8761;6.8546;6.8402;6.5098;6.2153;6.7684;6.3542;7.7476;8.0589;5.8275;6.8881
2.8922;3.4644;2.885;1.834;3.9145;2.9233;3.4309;2.1308;2.2625;2.4445;1.8172;2.1787;5.2098;2.3535;1.9082;3.6703;5.0853;2.0303;1.8771;5.1739;5.3199;1.8651;2.6408;2.5881;3.972;3.2034;5.2098;5.0853;5.2984;5.3199;2.9449;5.1739;3.6703;2.9425;2.8467;2.1308;1.8172;1.8771;2.0566;1.9082;0.9409;-0.6129;-0.2801;0.5986;2.1787;1.834;1.9082;-1.0439;-0.4645;1.1923;9.9838;3.0071;1.9968;3.5793;5.8179;2,1093;4.5466;0.9218;4.0869;3.6319999999999997;3.1125;2.4134;3.1603;1.9848;3.2274;2.4493;3.0765;3.5602;3.3303;5.7964;5.0901;5.0254;6.4045;3.9121;5.4157;4.6424;4.1061;7.4005;7.4029;8.3582;5.9376;7.2688;7.0246;7.0629;1.9501;4.619;1.5215;2.0405;1.5622;1.2641;1.9327;1.6209;1.1408;1.3402;1.5413;5.7724;7.1874;6.9456;7.6902;6.2656;6.0597;8.9136;6.845;6.8522;6.7756;6.5027;6.2345;6.7493;6.3422;7.6686;8.0469;5.8538;6.8857
2.9377;3.4333;2.8802;1.7813;3.9145;2.9449;3.4309;2.1237;2.1931;2.3631;1.4748;2.1284;5.1811;2.3798;1.9297;3.6966;5.0925;2.059;1.8555;5.1619;5.3391;1.9345;2.6647;2.6336;3.9863;3.1987;5.1811;5.0925;5.3247;5.3391;2.9353;5.1619;3.6966;3.0191;2.8754;2.1237;1.4748;1.8555;2.0518;1.9632;1.063;-0.6177;-0.34;0.6129;2.1284;1.7813;1.9297;-0.7757;-0.6105;2.3248;13.1513;2.9664;2.1117;3.4644;5.7533;2,0734;4.5035;0.9074;4.0079;3.5626;3.2082;2.4277;3.0957;2.0638;3.3184;2.6528;3.0047;3.6943;3.3615;5.7772;5.0996;5.1212;7.0006;4.0366;5.466;4.6591;4.2353;6.4883;7.4077;8.1451;5.9065;7.2616;7.0653;7.1706;2.0063;4.5274;1.5407;2.0458;1.6574;1.3156;1.913;1.5502;1.2354;1.3647;1.5371;5.8514;7.0294;6.9073;7.513;6.426;6.1316;8.4132;6.6679;6.8905;6.7014;6.505;6.2489;6.7828;6.3422;7.6543;8.0158;5.8538;6.8474
2.9401;3.4429;2.8539;1.7645;3.9672;2.9568;3.5003;2.1356;2.1931;2.3631;1.6017;2.0734;5.1906;2.3798;1.9082;3.6319999999999997;5.0757;2.0327;1.8579;5.1739;5.3726;1.9585;2.7078;2.6887;3.8978;3.1508;5.1906;5.0757;5.2984;5.3726;2.9975;5.1739;3.6319999999999997;2.988;2.8706;2.1356;1.6017;1.8579;2.0159;2.0255;1.1875;-0.5028;-0.34;0.565;2.0734;1.7645;1.9082;-0.6225;-0.7254;2.9712;13.0939;2.6145;2.2769;2.9975;5.6551;2,0542;4.6184;1.2641;3.9816;3.4548;2.9329;2.4708;2.9951;2.0662;3.486;2.8515;2.9233;3.7637;3.3878;5.8179;5.1547;5.2074;6.9552;3.9935;5.4348;4.695;4.288;5.5785;7.3646;7.8721;5.8586;7.2113;7.1156;7.2592;1.9848;4.4897;1.5616;2.0261;1.6059;1.3581;1.8669;1.5868;1.2055;1.3916;1.5574;5.9472;6.8857;6.9336;7.3263;6.596;5.466;8.1714;6.4212;6.9097;6.6367;6.4859;6.2513;6.7708;6.3327;7.6303;7.9487;5.8562;6.6846
2.8515;3.3974;2.8587;1.8364;3.9313;3.0143;3.5003;2.1237;2.2984;2.3032;1.7047;2.0566;5.1643;2.3631;1.8866;3.5698;5.1212;1.992;1.8651;5.1547;5.375;1.9393;2.7557;2.6887;3.9265;3.1268;5.1643;5.1212;5.2888;5.375;2.9784;5.1547;3.5698;2.9425;2.8587;2.1237;1.7047;1.8651;1.9848;2.0183;1.1756;-0.4094;-0.3112;0.6273;2.0566;1.8364;1.8866;-0.3926;-0.7494;2.4612;10.8984;1.4653;2.6145;2.5235;5.7892;2,0614;4.7669;2.1284;3.9863;3.4165;3.1364;2.4684;2.8994;1.8579;3.6727;2.9592;2.818;3.7158;3.4069;5.7437;5.1906;5.2457;6.6535;3.7852;5.6144;4.7046;4.2952;4.8722;7.4029;7.5561;5.9687;7.1898;7.1084;7.355;1.9806;4.4873;1.5796;2.0877;1.6927;1.3892;1.8824;1.5652;1.2252;1.4293;1.5287;6.042999999999999;6.845;6.9239999999999995;7.2089;6.7349;5.5809;7.683;6.2177;6.9097;6.5984;6.4404;6.2537;6.7971;6.3398;7.6519;7.8961;5.849;6.4117
2.7605;3.3303;2.873;1.9704;3.9313;3.0598;3.4165;2.138;2.2984;2.3032;1.719;1.9441;5.1595;2.3631;1.8938;3.6176;5.1068;1.8771;1.8794;5.1834;5.3534;1.9561;2.7725;2.8204;4.0558;3.1364;5.1595;5.1068;5.3175;5.3534;2.9856;5.1834;3.6176;2.9137;2.8659;2.138;1.719;1.8794;2.0063;2.0542;1.6879;-0.3663;-0.3448;0.7422;1.9441;1.9704;1.8938;-0.1844;-0.6823;2.1596;8.9399;-0.0192;2.7605;2.1476;6.2465;2,0925;4.8674;3.3926;3.9552;3.383;2.885;2.4325;2.7845;1.4054;3.8164;2.9904;2.7007;3.5913;3.4739999999999998;5.6455;5.2385;5.296;5.8849;3.4955;5.7365;4.6807;4.2162;4.446000000000001;7.4101;7.3071;6.0262;7.1156;7.1156;7.4555;1.9769999999999999;4.5837;1.5921;2.1476;1.6556;1.3737;1.8669;1.6071;1.2019;1.4437;1.5592;6.1316;6.8187;6.9719;7.2496;6.7014;5.102;6.4236;6.11;6.8761;6.6295;6.4212;6.2273;6.7947;6.3351;7.6207;7.7285;5.8802;6.1818
2.6839;3.2872;2.9137;1.8483;3.9049;2.9760000000000004;3.4165;2.1596;2.2745;2.2146;1.7286;1.834;5.1811;2.3487;1.8627;3.7014;5.0829;1.8914;1.8316;5.1834;5.284;1.9632;2.7869;3.1508;4.0438;3.0789;5.1811;5.0829;5.3391;5.284;3.0406;5.1834;3.7014;2.9377;2.873;2.1596;1.7286;1.8316;2.0494;2.0327;1.6783;-0.3232;-0.32799999999999996;0.8068;1.834;1.8483;1.8627;-0.1748;-0.5555;2.1069;8.0349;-0.5507;2.9305;1.7597;6.4428;2,1308;4.9081;5.3989;3.8642;3.4429;2.9257;2.4134;2.7294;1.0056;3.8858;2.8754;2.5259;3.4692;3.5267;5.5545;5.3008;5.3391;5.1356;3.201;5.5138;4.64;4.0989;4.2258;7.3909;7.0246;6.0837;7.0294;7.117999999999999;7.4843;2.0375;4.5107;1.6161;2.1685;1.6369999999999998;1.3378;1.8633;1.5724;1.2611;1.4156;1.5538;6.2273;6.8091;6.9815;7.3789;6.5864;5.3319;5.9448;6.0023;6.8977;6.6176;6.4284;6.2465;6.7516;6.3542;7.604;7.4196;5.8993;5.9855
2.6695;3.3543;2.9305;1.8747;3.8834;2.8778;3.5099;2.15;2.2745;2.2146;2.2194;1.7933;5.1811;2.3487;1.8962;3.6392;5.0949;1.8459;1.8148;5.1906;5.2337;1.913;2.8228;3.1987;4.0606;2.988;5.1811;5.0949;5.3127;5.2337;3.0406;5.1906;3.6392;2.9616;2.8587;2.15;2.2194;1.8148;2.0351;2.0542;1.3791;-0.2873;-0.2945;0.8188;1.7933;1.8747;1.8962;-0.2921;-0.431;2.1237;6.8043;0.0431;3.1963;1.2833;6.2991;2,1691;4.8028;7.6902;3.7804;3.4453;2.7845;2.3391;2.6504;0.6488;3.9121;2.6815;2.387;3.2777;3.5243;5.4923;5.3702;5.3582;4.7501;3.0478;5.454;4.604;3.9911;4.209;7.2784;6.8019;6.1483;7.002999999999999;7.1275;7.5154;2.1057;4.4526;1.5874;2.1428;1.649;1.306;1.8429;1.6083;1.2845;1.4688;1.5646;6.28;6.6679;6.9743;7.5346;6.541;5.0781;5.5857;5.9759;6.8833;6.5505;6.4428;6.2441;6.7469;6.3494;7.5920000000000005;7.0605;5.9065;5.8682
2.6983;3.4548;2.897;1.8483;3.9169;2.7939999999999996;3.5099;2.0925;2.0758;2.1739;2.1787;1.7478;5.1595;2.3128;1.8794;3.5937;5.102;1.9178;1.7741;5.1715;5.2313;1.9106;2.8467;3.1939;4.0247;2.9449;5.1595;5.102;5.284;5.2313;2.9928;5.1715;3.5937;2.9592;2.8778;2.0925;2.1787;1.7741;2.0614;2.0494;1.2163;-0.2442;-0.2298;0.7733;1.7478;1.8483;1.8794;-0.4166;-0.3448;1.47;6.5122;1.6568;3.4644;0.6728;6.4284;2,2027;4.5777;9.0525;3.7589;3.3758;2.6911;2.229;2.5857;0.3567;3.7757;2.4541;2.3296;3.0957;3.4788;5.4444;5.4205;5.3079;4.3144;3.0119;5.4372;4.537;3.9313;4.3886;7.1922;6.6798;6.2321;6.9288;7.1323;7.5058;2.1231;4.4706;1.5628;2.1590000000000003;1.6454;1.3090000000000002;1.8465;1.5945;1.2821;1.4395;1.5742;6.2896;6.4117;6.9216;7.7189;6.4739;4.7238;6.3422;5.9903;6.857;6.4907;6.517;6.2465;6.7397;6.3422;7.6136;6.7516;5.9089;5.782
2.6576;3.4453;2.9113;1.8483;3.8618;2.7892;3.8211;2.0662;2.0758;2.1739;1.9393;1.8028;5.1739;2.3128;1.8651;3.6319999999999997;5.1068;2.0183;1.7358;5.1523;5.2122;1.9537;2.8228;3.1843;4.0175;3.0215;5.1739;5.1068;5.2864;5.2122;2.9281;5.1523;3.6319999999999997;2.9544;2.9018;2.0662;1.9393;1.7358;1.9944;2.0231;1.2474;-0.1676;-0.17;0.7135;1.8028;1.8483;1.8651;-0.6393;-0.3065;0.2035;7.2664;3.6536;3.7565;0.0718;6.6726;2,1883;4.3598;9.6654;3.7685;3.4333;2.5043;2.2075;2.5379;0.1508;3.5362;2.2266;2.2769;2.9113;3.4668;5.5426;5.4612;5.2984;4.0701;3.1867;5.2936;4.4987;3.8666;4.6471;7.1563;6.6128;6.3111;6.9312;7.1443;7.4412;2.1883;4.4478;1.5287;2.2051;1.6369999999999998;1.391;1.7669;1.6065;1.2899;1.4545;1.5317;6.3279;6.1603;6.8187;7.9057;6.122000000000001;4.5969;6.2321;6.0501;6.8378;6.4141;6.5457;6.2824;6.7397;6.3782;7.6734;6.6008;5.9328;5.6527
2.6432;3.5291;2.9305;1.8986;3.8116;2.8443;3.8211;2.1093;2.0016;2.2194;1.9465;1.8387;5.1691;2.3439;1.8866;3.6679;5.0996;1.98;1.7717;5.1787;5.2289;2.0566;2.8036;3.1723;4.0294;3.0478;5.1691;5.0996;5.3008;5.2289;2.8994;5.1787;3.6679;2.9760000000000004;2.8395;2.1093;1.9465;1.7717;1.9656;1.98;1.3216;-0.1125;-0.1508;0.6943;1.8387;1.8986;1.8866;-0.9601;-0.2921;1.0343;6.505;3.395;4.0247;-0.3304;6.7349;2,2194;4.1659;9.3422;3.7589;3.5219;2.32;2.2434;2.5355;0.0575;3.2848;2.0063;2.2697;2.7366;3.4261;5.6144;5.4708;5.2481;4.2306;3.3758;5.0853;4.5466;3.8523;4.8028;7.0892;6.5769;6.3925;6.9743;7.1347;7.4508;2.2027;4.4772;1.5042;2.1979;1.6221;1.4216;1.7424;1.5532;1.2653;1.4515;1.5586;6.371;5.7796;6.6679;8.0804;5.3702;4.0294;7.2568;6.1746;6.8043;6.1435;6.5817;6.2896;6.7373;6.4212;7.6998;6.4093;5.9975;5.4947
2.6432;3.5099;2.9185;2.0255;3.8116;2.9161;3.9289;2.2314;2.0016;2.2194;1.8818;1.8842;5.1882;2.3439;1.9178;3.6775;5.126;1.9154;1.7765;5.1978;5.2481;2.0662;2.8347;3.1771;3.8858;3.1125;5.1882;5.126;5.2936;5.2481;2.9281;5.1978;3.6775;2.9928;2.8323;2.2314;1.8818;1.7765;1.9704;1.9393;1.3216;-0.0335;-0.1149;0.6919;1.8842;2.0255;1.9178;-1.2785;-0.2969;1.3862;5.8251;1.7789;4.3383;-0.3639;6.7133;2,3056;3.9792;7.9009;3.7206;3.5243;2.0518;2.229;2.5211;-0.0359;3.1843;1.8986;2.2649;2.7557;3.3591;5.7054;5.442;5.2146;4.4939;3.4692;4.956;4.5657;3.7613;4.8818;7.0509;6.5266;6.4667;7.0222;7.1443;7.3909;2.2625;4.5119;1.5832;2.2051;1.6364;1.4724;1.6915;1.588;1.2611;1.4521;1.5077;6.426;5.3151;6.5769;8.2193;5.2218;4.3263;6.8666;6.3446;6.8115;5.7389;6.6391;6.2896;6.7038;6.4715;7.7452;6.2369;6.0166;5.454
2.6552;3.3902;2.9233;2.083;3.8139999999999996;2.9904;3.9289;2.3128;1.9249;2.2218;1.7861;1.9609;5.2194;2.3727;1.9369;3.699;5.1116;1.9441;1.7669;5.1954;5.2625;2.0709999999999997;2.8587;3.122;3.8331;3.1532;5.2194;5.1116;5.3319;5.2625;2.9066;5.1954;3.699;2.9736;2.8204;2.3128;1.7861;1.7669;1.9321;1.9656;1.3695;-0.0311;-0.0287;0.6559999999999999;1.9609;2.083;1.9369;-1.4389;-0.2969;0.9337;5.715;0.1389;4.8914;-0.3112;6.6679;2,3152;3.8666;5.8395;3.7158;3.6033;1.7262;2.1907;2.5762;-0.079;3.1412;1.8196;2.2649;2.9473;3.3303;5.7988;5.4348;5.2218;4.6615;3.4093;4.9704;4.5059;3.7397;4.9225;7.0366;6.4308;6.5314;7.0773;7.1635;7.3406;2.2613;4.4891;1.5969;2.2446;1.6508;1.4156;1.6293;1.5502;1.2354;1.4982;1.5646;6.4739;4.9967;6.529;8.2097;4.458;4.0893;7.6088;6.4979;6.8043;5.5354;6.6774;6.2872;6.6559;6.4835;7.7859;6.0813;6.0142;5.454
2.6695;3.3758;2.9305;2.0016;3.7661;3.0502;3.6943;2.2745;1.9249;2.2218;1.7262;1.9321;5.2218;2.3727;1.8962;3.7158;5.0757;1.9585;1.8387;5.272;5.2194;2.0494;2.897;3.0502;3.9241;3.1364;5.2218;5.0757;5.2744;5.2194;2.873;5.272;3.7158;2.9616;2.8204;2.2745;1.7262;1.8387;1.9489;2.0399;1.4413;-0.1006;0.0048;0.6559999999999999;1.9321;2.0016;1.8962;-1.5012;-0.2538;0.6081;5.3463;-0.8882;5.3678;-0.3472;6.675;2,2913;3.9337;4.1037;3.7182;3.699;1.4557;2.2889;2.6001;0.0144;3.0789;1.7765;2.3032;3.1915;3.3184;5.8634;5.4181;5.1499;4.6759;3.3734;4.9728;4.4987;3.79;5.0087;7.027;6.3925;6.5577;7.1491;7.1922;7.2951;2.1566;4.5388;1.6149;2.2446;1.7065;1.2815;1.6334;1.5927;1.2192;1.4054;1.5694;6.5529;4.9057;6.5242;8.0565;4.2665;4.1755;7.2425;6.5386;6.8211;5.5067;6.6631;6.28;6.6415;6.4811;7.8219;5.8179;6.0047;5.5306
2.6432;3.4619999999999997;2.9305;1.9944;3.7254;3.0885;3.6943;2.2122;2.059;2.2577;1.8124;1.9345;5.1763;2.3583;1.8938;3.7110000000000003;5.0757;1.9561;1.9249;5.2577;5.2289;2.0423;2.8922;2.9305;3.948;3.1364;5.1763;5.0757;5.2744;5.2289;2.8563;5.2577;3.7110000000000003;2.9975;2.7988;2.2122;1.8124;1.9249;1.9896;2.1069;1.3575;-0.1053;0.0215;0.7278;1.9345;1.9944;1.8938;-1.8004;-0.2634;0.2274;4.8315;-1.0702;5.7269;-0.0934;6.8881;2,2721;4.0366;3.0191;3.7589;3.7326;1.2426;2.3846;2.6121;0.0766;3.0167;1.8219999999999998;2.3487;3.4261;3.3303;5.8897;5.4109;5.0853;4.5179;3.4357;4.9416;4.4915;3.8978;5.0781;7.0006;6.3758;6.5529;7.185;7.1587;7.2377;2.1775;4.4879;1.6107;2.1931;1.6556;1.23;1.555;1.5736;1.1959;1.4694;1.5778;6.608;5.0877;6.5386;7.8913;4.6807;4.4772;7.3287;6.4979;6.8211;5.5689;6.6559;6.3015;6.6343;6.4955;7.8721;5.7413;5.9999;5.5833
2.6719;3.5434;2.9473;2.0111;3.6919;3.1077;3.7134;2.2075;2.059;2.2577;1.913;1.9034;5.205;2.3583;1.9345;3.6488;5.0613;1.9393;1.9345;5.2026;5.2648;2.1165;2.9209;2.7749;3.9361;3.1627;5.205;5.0613;5.2936;5.2648;2.8276;5.2026;3.6488;3.0311;2.8276;2.2075;1.913;1.9345;2.0375;2.0279;1.2833;-0.0694;0.0575;0.8116;1.9034;2.0111;1.9345;-2.1069;-0.2394;-0.4764;4.6615;-0.6632;5.9759;0.7805;7.1491;2,2098;4.197;2.4565;3.8235;3.9025;1.2881;2.3487;2.6239999999999997;0.2251;3.0406;1.9058;2.3798;3.5985;3.3686;5.9328;5.3247;5.0973;4.3742;3.5338;4.888999999999999;4.5226;4.0151;5.1284;7.0342;6.371;6.6152;7.2568;7.1036;7.2042;2.214;4.4538;1.5748;2.1961;1.6753;1.236;1.4928;1.6011;1.1666;1.4629;1.5526;6.6272;5.7413;6.5434;7.683;3.9935;4.6591;6.9911;6.5027;6.8331;5.7724;6.6631;6.3135;6.6559;6.4739;7.8985;5.8083;5.9687;5.6
2.6624;3.4955;2.9137;1.9992;3.7086;3.0358;3.7134;2.1931;1.8603;2.2242;1.9465;1.8651;5.1811;2.3248;1.98;3.6751;5.0302;1.9345;1.9082;5.1619;5.2744;2.1476;2.909;2.6169;3.9409;3.2346;5.1811;5.0302;5.3008;5.2744;2.7773;5.1619;3.6751;3.0143;2.7869;2.1931;1.9465;1.9082;2.0806;2.0016;1.2689;-0.0622;0.0383;0.7494;1.8651;1.9992;1.98;-2.1093;-0.2298;-0.9625;4.5274;-0.1149;5.8802;1.9225;7.1204;2,1979;4.3838;2.1739;3.8738;4.0893;1.5538;2.2625;2.715;0.4118;3.1771;2.0327;2.3966;3.6943;3.5243;5.9927;5.3343;5.1044;4.3574;3.553;4.7716;4.5969;4.0869;5.0374;7.0916;6.505;6.6272;7.2808;7.1299;7.2113;2.3385;4.473;1.5939;2.1943;1.64;1.2839;1.4425;1.5814;1.1762;1.4359;1.5826;6.6798;6.6463;6.5625;7.4747;3.9768;4.9153;6.2273;6.4236;6.7995;6.0908;6.6607;6.3303;6.6535;6.4428;7.8817;6.0071;5.9903;5.6503
